uuid,name,type,pet_entry_allowed,desserts,operation_hour,take_out_option,address,geometry,rating,pedestrian_entrance_uuid,vehicle_entrance_uuid
cafe_80,로야디,"카페,디저트", False,"['쑥 찰떡브라우니(글루텐프리)', '오렌지초코 찰떡브라우니(글루텐프리)', '황치즈 찰떡브라우니(글루텐프리)', '솔티카라멜 찰떡브라우니(글루텐프리)']","[{'day': '월', 'hours': '11:00 - 19:00'}, {'day': '화', 'hours': '11:00 - 19:00'}, {'day': '수', 'hours': '11:00 - 19:00'}, {'day': '목', 'hours': '11:00 - 19:00'}, {'day': '금', 'hours': '11:00 - 19:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]",True,서울 서초구 반포대로21길 57 1층,POINT (127.0080198 37.4862495),81,pedestrian_3827338060,localroad_3827338060
cafe_81,홍종흔베이커리 서초점,베이커리, False,"['소금빵', '바질바게트', '갈릭 바게트', '몽블랑']","[{'day': '월', 'hours': '08:00 - 22:00'}, {'day': '화', 'hours': '08:00 - 22:00'}, {'day': '수', 'hours': '08:00 - 22:00'}, {'day': '목', 'hours': '08:00 - 22:00'}, {'day': '금', 'hours': '08:00 - 22:00'}, {'day': '토', 'hours': '08:00 - 22:00'}, {'day': '일', 'hours': '08:00 - 22:00'}]",False,서울 서초구 효령로 229 1층,POINT (127.0091028 37.4838708),999,pedestrian_3827337507,localroad_3827337507
cafe_82,액트커피,"카페,디저트", True,"['액틀리라떼', '브라운치즈폭탄 크로플세트', '아메리카노', '썸머라떼']","[{'day': '매일', 'hours': '12:00 - 22:00\n21:15 라스트오더'}]",False,서울 서초구 방배천로4안길 40 1층,POINT (126.983423 37.4798051),616,pedestrian_4185991257,localroad_4666832847
cafe_83,로즈드메,"카페,디저트", True,"['두바이 초코 휘낭시에(찐 카다이프면)', '클래식 휘낭시에', '무화과 크림치즈 휘낭시에', '고급 (박스 포장+ 쇼핑백) 6구']","[{'day': '월(11/11)', 'hours': '11:00 - 20:00'}, {'day': '화(11/12)', 'hours': '휴무'}, {'day': '수', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '토', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '일', 'hours': '11:00 - 20:00\n19:30 라스트오더'}]",True,서울 서초구 방배천로4안길 61 1층,POINT (126.9832519 37.4807498),529,pedestrian_4101372588,localroad_4101372588
cafe_84,룰커피,"카페,디저트", False,"['브루잉커피', '바스크치즈케이크', '아메리카노', '카페라떼']","[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '10:00 - 18:00'}, {'day': '목', 'hours': '10:00 - 18:00'}, {'day': '금', 'hours': '10:00 - 18:00'}, {'day': '토', 'hours': '10:00 - 18:00'}, {'day': '일', 'hours': '10:00 - 18:00'}]",True,서울 서초구 반포대로7길 16 스타빌딩 1층,POINT (127.0110892 37.4824277),820,pedestrian_1430674308,localroad_1430674308
cafe_85,올라하이,"카페,디저트", True,"['에그타르트', '녹차숲컵케이크', '군밤치즈케이크(1조각)', '바닐라스카치버터바']","[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '12:00 - 22:00'}, {'day': '수', 'hours': '12:00 - 22:00'}, {'day': '목', 'hours': '12:00 - 22:00'}, {'day': '금', 'hours': '12:00 - 22:00'}, {'day': '토', 'hours': '12:00 - 22:00'}, {'day': '일', 'hours': '12:00 - 22:00'}]",True,서울 서초구 방배천로6길 19 1층 올라하이,POINT (126.9836882 37.479429),587,pedestrian_4666832847,localroad_4666832847
cafe_86,토다 베이글 서초점,베이글, False,"['베이글', '크림치즈', '퍼플 주스', '클래식 모카']","[{'day': '월', 'hours': '08:00 - 20:30\n19:30 라스트오더'}, {'day': '화', 'hours': '08:00 - 20:30\n19:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:30\n19:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:30\n19:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:30\n19:30 라스트오더'}, {'day': '토', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '일', 'hours': '10:00 - 20:00\n19:00 라스트오더'}]",True,서울 서초구 반포대로14길 26 드림타워 1층,POINT (127.0125207 37.4853501),999,pedestrian_1965713705,localroad_1965713705
cafe_87,파티시안,"카페,디저트", False,"['구움과자 4종 세트', '사과 밀푀유', '푀이앙틴', '타르트 티라미수']","[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '11:30 - 21:00'}, {'day': '수', 'hours': '11:30 - 21:00'}, {'day': '목', 'hours': '11:30 - 21:00'}, {'day': '금', 'hours': '11:30 - 21:00'}, {'day': '토', 'hours': '12:00 - 21:00'}, {'day': '일', 'hours': '12:00 - 19:00'}]",True,서울 서초구 서초대로25길 37 1층,POINT (126.9933227 37.489432),999,pedestrian_2623456118,localroad_2623456118
cafe_88,쎄봉 크루아상 크로플마을,"카페,디저트", False,"['진짜 카다이프로만든 두바이 크루아상', '오리지날 크로플', '피스타치오 초코 크루아상', '크루키']","[{'day': '매일', 'hours': '10:30 - 22:00'}]",True,서울 서초구 방배천로2안길 45 1층,POINT (126.9838183 37.4790066),879,pedestrian_1685686596,localroad_1685686596
cafe_89,노티드 강남카카오,카페, True,"['우유생크림 도넛', '클래식 바닐라 도넛', '브라운 베어 케이크', '옐로우스마일 케이크']","[{'day': '월', 'hours': '10:30 - 21:00'}, {'day': '화', 'hours': '10:30 - 21:00'}, {'day': '수', 'hours': '10:30 - 21:00'}, {'day': '목', 'hours': '10:30 - 21:00'}, {'day': '금', 'hours': '10:30 - 21:00'}, {'day': '토', 'hours': '10:30 - 21:00'}, {'day': '일', 'hours': '10:30 - 21:00'}]",True,서울 서초구 강남대로 429,POINT (127.0257757 37.500796),999,pedestrian_11183748448,localroad_2280678683
cafe_90,올웨이즈온,카페, True,"['오늘의 수프 (단호박 / 머쉬룸)', '아보카도 샐러드', '부라타 치즈 샐러드', '연어 샐러드']","[{'day': '월', 'hours': '11:00 - 22:00'}, {'day': '화', 'hours': '11:00 - 22:00'}, {'day': '수', 'hours': '11:00 - 22:00'}, {'day': '목', 'hours': '11:00 - 22:00'}, {'day': '금', 'hours': '11:00 - 22:00'}, {'day': '토', 'hours': '11:00 - 22:00'}, {'day': '일', 'hours': '11:00 - 21:00'}]",True,서울 서초구 방배천로8길 16-12 1층 카페,POINT (126.9834082 37.4800663),972,pedestrian_4185991257,localroad_4101372588
cafe_91,드렁큰빈,"카페,디저트", False,"['드렁큰 빈 콜드브루 바틀', '드렁큰 빈 콜드브루', '에스프레소', '아메리카노']","[{'day': '매일', 'hours': '10:00 - 22:00'}]",True,서울 서초구 사평대로55길 56 드렁큰 빈 B1F-5F,POINT (127.0219816 37.5064142),999,pedestrian_3827671816,localroad_3827671816
cafe_92,파리크라상 반포서래점,베이커리, False,"['그린 올리브 부메랑', '해피 버스데이 케익', '우리 땅콩 우리 단팥 소보루빵', '딸기 요거트 케이크 (2호)']","[{'day': '매일', 'hours': '07:00 - 22:00'}]",True,서울 서초구 서래로5길 2 파리크라상 반포서래점,POINT (126.9981057 37.4979155),999,pedestrian_2622713683,localroad_2622713683
cafe_93,삐아프 신세계백화점 강남점,초콜릿전문점, False,"['감자 초콜릿 칩', '봉봉 15구 세트', '봉봉 10구 세트', '봉봉 6구 세트']","[{'day': '월', 'hours': '10:30 - 20:00'}, {'day': '화', 'hours': '10:30 - 20:00'}, {'day': '수', 'hours': '10:30 - 20:00'}, {'day': '목', 'hours': '10:30 - 20:00'}, {'day': '금', 'hours': '10:30 - 20:30'}, {'day': '토', 'hours': '10:30 - 20:30'}, {'day': '일', 'hours': '10:30 - 20:30'}]",True,서울 서초구 신반포로 176 B1 스위트파크,POINT (127.0032242 37.5042121),50,pedestrian_9787414078,localroad_4738140914
cafe_94,toudou 뚜두,초콜릿전문점, False,"['뚜두샌드(toudou Sand)', '뚜두반점', 'nounours 누눅스 5구', '하트 4구 (4pcs)']","[{'day': '월', 'hours': '10:30 - 19:00\n18:50 라스트오더'}, {'day': '화', 'hours': '10:30 - 19:00\n18:50 라스트오더'}, {'day': '수', 'hours': '10:30 - 19:00\n18:50 라스트오더'}, {'day': '목', 'hours': '10:30 - 19:00\n18:50 라스트오더'}, {'day': '금', 'hours': '10:30 - 19:00\n18:50 라스트오더'}, {'day': '토', 'hours': '정기휴무 (매주 토요일)'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]",False,서울 서초구 서래로5길 5 전곡빌딩 1층,POINT (126.9979389 37.4976978),122,pedestrian_2622810001,localroad_2622810001
cafe_95,크레미엘,베이커리, True,"['팡오쇼콜라', '초코 브리오슈', '쿠인아망', '카눌레']","[{'day': '월', 'hours': '11:00 - 19:00'}, {'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '11:00 - 19:00'}, {'day': '금', 'hours': '11:00 - 19:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '11:00 - 19:00'}]",True,"서울 서초구 양재천로21길 3 1층(양재동, 디와이빌딩)",POINT (127.0391473 37.4758022),999,pedestrian_436861032,localroad_436861032
cafe_96,이탈리안썸머,브런치카페, False,"['내가만든브런치', '푸타네스카 스파게티', '치즈 오븐 라구파스타', '매운 닭갈비 로제 파스타']","[{'day': '월', 'hours': '09:00 - 17:30\n17:00 라스트오더'}, {'day': '화', 'hours': '09:00 - 17:30\n17:00 라스트오더'}, {'day': '수', 'hours': '09:00 - 17:30\n17:00 라스트오더'}, {'day': '목', 'hours': '09:00 - 17:30\n17:00 라스트오더'}, {'day': '금', 'hours': '09:00 - 17:30\n17:00 라스트오더'}, {'day': '토', 'hours': '09:00 - 17:30\n17:00 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]",True,서울 서초구 동산로2길 13 1층,POINT (127.0420691 37.4692122),259,pedestrian_3572149895,localroad_3572149895
cafe_97,테오브로마 쇼콜라티에,초콜릿전문점, False,"['가나슈 초콜릿 12구', '에스프레소 초콜릿 12구', '골프공 초콜릿 4구', '축구공 초콜릿 4구']","[{'day': '월(11/11)', 'hours': '09:00 - 20:00'}, {'day': '화(11/12)', 'hours': '09:00 - 20:00'}, {'day': '수(11/13)', 'hours': '09:00 - 20:00'}, {'day': '목(11/14)', 'hours': '09:00 - 20:00'}, {'day': '금', 'hours': '09:00 - 18:00'}, {'day': '토(11/16)', 'hours': '10:00 - 18:00'}, {'day': '일(11/17)', 'hours': '10:00 - 18:00'}]",True,서울 서초구 신반포로43길 23-18 2층,POINT (127.0166166 37.5110191),746,pedestrian_2861309351,localroad_2861309351
cafe_98,레어마카롱 교대점,"카페,디저트", False,"['밀크티', '레어솔티드 더치', '마카롱', '아메리카노']","[{'day': '월', 'hours': '10:00 - 20:00'}, {'day': '화', 'hours': '10:00 - 20:00'}, {'day': '수', 'hours': '10:00 - 20:00'}, {'day': '목', 'hours': '10:00 - 20:00'}, {'day': '금', 'hours': '10:00 - 20:00'}, {'day': '토', 'hours': '09:30 - 17:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]",True,서울 서초구 반포대로24길 47 1층,POINT (127.0115887 37.4891447),999,pedestrian_3827338118,localroad_3827338118
cafe_99,김영모과자점 서초본점,베이커리, False,"['몽블랑', '바게트샌드위치', '마늘바게트', '소금빵']","[{'day': '월', 'hours': '08:00 - 22:30'}, {'day': '화', 'hours': '08:00 - 22:30'}, {'day': '수', 'hours': '08:00 - 22:30'}, {'day': '목', 'hours': '08:00 - 22:30'}, {'day': '금', 'hours': '08:00 - 22:30'}, {'day': '토', 'hours': '08:00 - 22:30'}, {'day': '일', 'hours': '08:00 - 22:30'}]",True,서울 서초구 효령로 403 서초그랑몰 102호,POINT (127.0272903 37.4886623),999,pedestrian_9990177480,localroad_414684345
cafe_100,비밀베이커리 예술의전당점,베이커리, False,"['잠봉뵈르 샌드위치', '수비드 치킨 샌드위치', '수비드 치킨 샐러드 (+치아바타)', '아메리카노']","[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '08:00 - 21:00'}, {'day': '수', 'hours': '08:00 - 21:00'}, {'day': '목', 'hours': '08:00 - 21:00'}, {'day': '금', 'hours': '08:00 - 21:00'}, {'day': '토', 'hours': '08:00 - 21:00'}, {'day': '일', 'hours': '08:00 - 21:00'}]",True,서울 서초구 반포대로 4,POINT (127.0131855 37.4812288),999,pedestrian_8696495209,localroad_3089745863
cafe_101,레망도레,베이커리, True,"['[NO.1] 피스타치오 크림 크로아상', '화이트 카라멜 크림번', '크랜베리 호두 치즈 바게트', '아메리카노']","[{'day': '월', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '화', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '08:00 - 21:00\n20:30 라스트오더'}]",True,서울 서초구 사평대로26길 9-3 1층,POINT (126.9990081 37.4997793),496,pedestrian_2628399840,localroad_2628399840
cafe_102,베통 신세계백화점 강남점,베이커리, False,"['소금빵', '솔티초코소금빵', '블루베리소금빵']","[{'day': '월', 'hours': '10:30 - 20:00'}, {'day': '화', 'hours': '10:30 - 20:00'}, {'day': '수', 'hours': '10:30 - 20:00'}, {'day': '목', 'hours': '10:30 - 20:00'}, {'day': '금', 'hours': '10:30 - 20:30'}, {'day': '토', 'hours': '10:30 - 20:30'}, {'day': '일', 'hours': '10:30 - 20:30'}]",False,서울 서초구 신반포로 176 신세계백화점 강남점 지하1층,POINT (127.0032242 37.5042121),424,pedestrian_9787414078,localroad_4738140914
cafe_103,JW 메리어트 호텔 서울 더 라운지,"카페,디저트", False,"['프리미엄 커피, 티, 케이크, 디저트', '애프터눈티세트 시작가', '딤섬 세트 시작가']","[{'day': '매일', 'hours': '10:00 - 22:00'}]",False,서울 서초구 신반포로 176 JW 메리어트 호텔 서울 8층,POINT (127.0032242 37.5042121),817,pedestrian_9787414078,localroad_4738140914
cafe_104,카카오앤티,초콜릿전문점, False,"['리얼초콜릿 초코송이 Mix', '아몬드 드라제초콜릿', '리얼초코프레첼', '아이스 리얼초콜릿 (음료)']","[{'day': '월', 'hours': '11:00 - 19:00'}, {'day': '화', 'hours': '11:00 - 19:00'}, {'day': '수', 'hours': '11:00 - 19:00'}, {'day': '목', 'hours': '11:00 - 19:00'}, {'day': '금', 'hours': '11:00 - 19:00'}, {'day': '토', 'hours': '12:00 - 17:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]",True,서울 서초구 서초대로40길 48-20 1층 코너 104호,POINT (127.0069148 37.4894299),73,pedestrian_3827338123,localroad_3827338123
cafe_105,테라로사 예술의전당점,카페, False,"['실론시나몬라테', '에스프레소마키아토', '에스프레소더블', '실론시나몬티']","[{'day': '매일', 'hours': '08:30 - 21:00\n20:30 라스트오더'}]",True,서울 서초구 남부순환로 2406 예술의전당 비타민 스테이션 1층,POINT (127.0146018 37.4801414),999,pedestrian_10583130882,localroad_1430679237
cafe_106,모멍데모시옹,"카페,디저트", False,"['녹차(유기농)', '우롱차']","[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '11:00 - 18:30'}, {'day': '금', 'hours': '11:00 - 18:30'}, {'day': '토', 'hours': '11:00 - 18:30'}, {'day': '일', 'hours': '11:00 - 18:30'}]",True,서울 서초구 반포대로3길 31 102호,POINT (127.0106639 37.4812438),419,pedestrian_1430674328,localroad_1430674328
cafe_107,파브리끄 양재점,"카페,디저트", False,"['[패스오더전용] 100원 아메리카노', '아인슈페너', '아메리카노', '플랫화이트']","[{'day': '월', 'hours': '08:00 - 21:00'}, {'day': '화', 'hours': '08:00 - 21:00'}, {'day': '수', 'hours': '08:00 - 21:00'}, {'day': '목', 'hours': '08:00 - 21:00'}, {'day': '금', 'hours': '08:00 - 21:00'}, {'day': '토', 'hours': '12:00 - 18:00'}, {'day': '일', 'hours': '12:00 - 18:00'}]",True,서울 서초구 서운로6길 25 1층,POINT (127.0308555 37.4857812),701,pedestrian_3827169556,localroad_3827169867
cafe_108,아펜즈커피 서초교대점,카페, False,"['아메리카노(HOT)', '아메리카노(ICE)', '바닐라빈 라떼(HOT)', '바닐라빈 라떼(ICE)']","[{'day': '월', 'hours': '07:00 - 05:00'}, {'day': '화', 'hours': '07:00 - 05:00'}, {'day': '수', 'hours': '07:00 - 05:00'}, {'day': '목', 'hours': '07:00 - 05:00'}, {'day': '금', 'hours': '07:00 - 05:00'}, {'day': '토', 'hours': '09:00 - 05:00'}, {'day': '일', 'hours': '09:00 - 05:00'}]",True,"서울 서초구 서초중앙로 119 1, 2층 아펜즈 커피",POINT (127.0136599 37.4924419),999,pedestrian_3827548035,localroad_3827548035
cafe_109,투썸플레이스 강남KI타워점,카페, False,"['카페아메리카노', '카페라떼', '스페니쉬 연유 라떼', '로얄밀크티']","[{'day': '월', 'hours': '08:00 - 24:00'}, {'day': '화', 'hours': '08:00 - 24:00'}, {'day': '수', 'hours': '08:00 - 24:00'}, {'day': '목', 'hours': '08:00 - 24:00'}, {'day': '금', 'hours': '08:00 - 24:00'}, {'day': '토', 'hours': '00:00 - 24:00'}, {'day': '일', 'hours': '00:00 - 24:00'}]",True,서울 서초구 강남대로69길 8 KI타워 2층,POINT (127.0246315 37.5018138),999,pedestrian_1430655014,localroad_1430655018
cafe_110,까페라리 서초점,카페, False,"['오렌지,딸기타르트', '수제벨기에와플', '케이크']","[{'day': '월', 'hours': '10:00 - 19:00'}, {'day': '화', 'hours': '10:00 - 19:00'}, {'day': '수', 'hours': '10:00 - 19:00'}, {'day': '목', 'hours': '10:00 - 19:00'}, {'day': '금', 'hours': '10:00 - 19:00'}, {'day': '토', 'hours': '10:00 - 19:00'}, {'day': '일', 'hours': '10:00 - 19:00'}]",True,서울 서초구 서초중앙로2길 37,POINT (127.0193769 37.4841818),694,pedestrian_3827257119,localroad_3827257119
cafe_111,파리크라상 교대역점,베이커리, False,"['아이스 아메리카노', '치킨 클럽 샌드위치', '바삭한 소금빵', '스크램블에그 브런치']","[{'day': '매일', 'hours': '07:00 - 23:00'}]",True,서울 서초구 서초중앙로24길 27 G-five 플라자 1층,POINT (127.0164141 37.4954113),999,pedestrian_4833838769,localroad_3112174494
cafe_112,어딕티브,"카페,디저트", True,"['핸드드립커피', '브라운 슈패너', '카페 라떼', '꿀꺽(?)']","[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '12:00 - 21:00\n20:50 라스트오더'}, {'day': '수', 'hours': '12:00 - 21:00\n20:50 라스트오더'}, {'day': '목', 'hours': '12:00 - 21:00\n20:50 라스트오더'}, {'day': '금', 'hours': '12:00 - 21:00\n20:50 라스트오더'}, {'day': '토', 'hours': '12:00 - 21:00\n20:50 라스트오더'}, {'day': '일', 'hours': '12:00 - 17:00\n16:50 라스트오더'}]",True,서울 서초구 주흥15길 5 102호,POINT (127.0186213 37.5090895),420,pedestrian_3827672520,localroad_3827672520
cafe_113,fincafe,베이커리, True,"['당근케익', '아보카도 샌드위치', '아인슈페너', '히비스커스']","[{'day': '매일', 'hours': '11:00 - 22:00\n21:15 라스트오더'}]",True,서울 서초구 서래로 8 1층 fin,POINT (126.9982497 37.495601),606,pedestrian_436853883,localroad_436853883
cafe_114,앨리스프로젝트,"카페,디저트", True,"['비트&파슬리', '크럼블 아이스크림 컵(테이크아웃)', '피스타치오 레몬 케이크', '머랭롤라드']","[{'day': '월', 'hours': '12:00 - 19:00'}, {'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '12:00 - 19:00'}, {'day': '금', 'hours': '12:00 - 22:00'}, {'day': '토', 'hours': '12:00 - 22:00'}, {'day': '일', 'hours': '12:00 - 19:00'}]",True,서울 서초구 양재천로 107-4 1층 앨리스프로젝트,POINT (127.0403643 37.4770015),514,pedestrian_1925498908,localroad_1925498908
cafe_115,푸르파파 서초우성직영점,"카페,디저트", False,"['[패스오더전용] 100원 아메리카노', '아메리카노', '소프트라떼', '시그니처라떼']","[{'day': '월', 'hours': '07:00 - 20:00'}, {'day': '화', 'hours': '07:00 - 20:00'}, {'day': '수', 'hours': '07:00 - 20:00'}, {'day': '목', 'hours': '07:00 - 20:00'}, {'day': '금', 'hours': '07:00 - 20:00'}, {'day': '토', 'hours': '10:00 - 20:00'}, {'day': '일', 'hours': '10:00 - 20:00'}]",False,서울 서초구 강남대로 321 106호,POINT (127.0299447 37.4915135),229,pedestrian_3825549661,localroad_3825549661
cafe_116,타짜도르 강남점,"카페,디저트", False,"['에스프레소 도피오', '그라니따 콘파냐', '녹차', '얼그레이']","[{'day': '월', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '화', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '수', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '목', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '금', 'hours': '10:00 - 22:00\n21:30 라스트오더'}, {'day': '토', 'hours': '11:00 - 22:00\n21:30 라스트오더'}, {'day': '일', 'hours': '11:00 - 21:00\n20:30 라스트오더'}]",True,서울 서초구 서초대로77길 61 S&G타워 1층,POINT (127.0236958 37.5024548),999,pedestrian_12061684193,localroad_1430655015
cafe_117,시즈니크 신세계백화점 강남점,케이크전문, False,"['망고 농장 와르르-SIGNATURE', '플로럴 망고 생크림 1호', '과일 농장 와르르-SIGNATURE', '몽땅 생크림 1호']","[{'day': '월', 'hours': '10:30 - 20:00'}, {'day': '화', 'hours': '10:30 - 20:00'}, {'day': '수', 'hours': '10:30 - 20:00'}, {'day': '목', 'hours': '10:30 - 20:00'}, {'day': '금', 'hours': '10:30 - 20:30'}, {'day': '토', 'hours': '10:30 - 20:30'}, {'day': '일', 'hours': '10:30 - 20:30'}]",False,서울 서초구 신반포로 176 신세계백화점 강남점 지하1층 스위트파크 시즈니크,POINT (127.0032242 37.5042121),481,pedestrian_9787414078,localroad_4738140914
cafe_118,커피랑도서관 반포점,스터디카페, False,"['1시간', '2시간', '3시간', '4시간']","[{'day': '매일', 'hours': '00:00 - 24:00'}]",False,서울 서초구 고무래로 12 서초빌딩 201호,POINT (127.0101104 37.503477),291,pedestrian_1962358584,localroad_1962358584
cafe_119,리플렉트커피 로스팅 랩,"카페,디저트", True,"['두바이초콜릿크럼블', '안녕! 헤이즐', '브루잉커피', '치즈케이크']","[{'day': '월', 'hours': '08:00 - 21:00\n20:40 라스트오더'}, {'day': '화', 'hours': '08:00 - 21:00\n20:40 라스트오더'}, {'day': '수', 'hours': '08:00 - 21:00\n20:40 라스트오더'}, {'day': '목', 'hours': '08:00 - 21:00\n20:40 라스트오더'}, {'day': '금', 'hours': '08:00 - 21:00\n20:40 라스트오더'}, {'day': '토', 'hours': '10:00 - 19:00\n18:40 라스트오더'}, {'day': '일', 'hours': '10:00 - 19:00\n18:40 라스트오더'}]",True,서울 서초구 남부순환로347길 53 104호,POINT (127.0309234 37.4866558),999,pedestrian_3827170269,localroad_3827170269
cafe_120,엔트런스,카페, True,"['아메리카노', '엔트런스라떼', '플랫화이트', '라떼']","[{'day': '월', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '화', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '수', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '목', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '금', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '토', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '일', 'hours': '10:00 - 20:00\n19:00 라스트오더'}]",True,서울 서초구 사임당로19길 72-3,POINT (127.0190427 37.4924416),597,pedestrian_2295365602,localroad_2295365602
cafe_121,르팡,베이커리, False,"['공주밤빵', '먹물식빵', '완두만주', '버터브레첼']","[{'day': '월', 'hours': '07:30 - 22:30'}, {'day': '화', 'hours': '07:30 - 22:30'}, {'day': '수', 'hours': '07:30 - 22:30'}, {'day': '목', 'hours': '07:30 - 22:30'}, {'day': '금', 'hours': '07:30 - 22:30'}, {'day': '토', 'hours': '07:30 - 22:30'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]",True,서울 서초구 방배로 268 신삼호종합상가 1층,POINT (126.9884416 37.4966888),999,pedestrian_2624211523,localroad_2533109219
cafe_122,해이케이크샵,케이크전문, False,"['스노우말차', '하트무화과', '베리플라워', '무화과큐브']","[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '11:00 - 20:00'}, {'day': '금', 'hours': '11:00 - 20:00'}, {'day': '토', 'hours': '11:00 - 20:00'}, {'day': '일', 'hours': '11:00 - 18:00'}]",True,서울 서초구 방배천로2안길 96 1층 101호,POINT (126.9841719 37.4812803),347,pedestrian_8486844866,localroad_8486844866
cafe_123,라바트리 방배,카페, True,"['Americano', 'Hand Drip', 'Lemonade', 'Lava Cookie_OG']","[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '12:00 - 23:00\n22:30 라스트오더'}, {'day': '수', 'hours': '12:00 - 23:00\n22:30 라스트오더'}, {'day': '목', 'hours': '12:00 - 23:00\n22:30 라스트오더'}, {'day': '금', 'hours': '12:00 - 23:00\n22:30 라스트오더'}, {'day': '토', 'hours': '12:00 - 23:00\n22:30 라스트오더'}, {'day': '일', 'hours': '12:00 - 23:00\n22:30 라스트오더'}]",True,서울 서초구 서초대로27길 33 지하 1층,POINT (126.9940683 37.4894834),836,pedestrian_2623456310,localroad_2623456310
cafe_124,프랑세즈과자점,베이커리, False,"['치즈프리첼', '모카크림치즈번', '옥수수빵']","[{'day': '월', 'hours': '07:30 - 22:00'}, {'day': '화', 'hours': '07:30 - 22:00'}, {'day': '수', 'hours': '07:30 - 22:00'}, {'day': '목', 'hours': '07:30 - 22:00'}, {'day': '금', 'hours': '07:30 - 22:00'}, {'day': '토', 'hours': '07:30 - 22:00'}, {'day': '일', 'hours': '07:30 - 22:00'}]",True,서울 서초구 서초중앙로24길 43 유원서초아파트,POINT (127.0184385 37.4962661),999,pedestrian_8489528502,localroad_3112865087
cafe_125,에이리셉션,"카페,디저트", False,"['Brownie Cream Latte', 'Salted Snow', 'Einspänner', 'Vienna Coffee']","[{'day': '월', 'hours': '08:00 - 20:00'}, {'day': '화', 'hours': '08:00 - 20:00'}, {'day': '수', 'hours': '08:00 - 20:00'}, {'day': '목', 'hours': '08:00 - 20:00'}, {'day': '금', 'hours': '08:00 - 20:00'}, {'day': '토', 'hours': '10:00 - 20:00'}, {'day': '일', 'hours': '10:00 - 20:00'}]",True,"서울 서초구 마방로 44-1 1층(양재동, 부광빌딩) 에이리셉션",POINT (127.0423639 37.4762338),999,pedestrian_4184618641,localroad_4184618641
