uuid,name,slope,parking_area,number_of_households,area,construction_year,green_space_area,rating,common_area_cleaning_frequancy,garbage_recycling_frequency,concierge_service,average_price_per_pyeong,pop,pop_ratio,pop_increase,taxi,income,income_increase,floating_pop,reconstructiondistrcit,pedestrian_entrance_uuid,vehicle_entrance_uuid,geometry
apartment_1165010724,반포센트레빌아스테리움,0.249462744,175,108,5650.98,2021,20.17720947,70,매주,매주,1,67548479.15,432,"[0.55929642, 6.219190181, 13.82953854, 18.80894009, 23.6099284, 18.24082585, 12.58533205, 6.146948472]",10,2.7,9643.81,13.18,174,1,pedestrian_3112829838,localroad_3112829843,"MultiPolygon (((127.01572044 37.50339392, 127.01599555 37.50368386, 127.0161914 37.50357589, 127.01679539 37.5032109, 127.01672324 37.50313938, 127.01663369 37.50305471, 127.01657575 37.50299293, 127.0165164 37.50293572, 127.01572044 37.50339392)))"
apartment_1165010713,반포써밋,1.789443175,1192,764,5440.26,2018,19.52036201,34,매주,매주,1,73909718.85,3056,"[0.675576087, 6.847915193, 10.39897978, 15.79481521, 25.5585759, 20.14593089, 13.67101961, 6.907187335]",7,3.3,9643.81,13.18,608,0,pedestrian_3112829845,localroad_3112829841,"MultiPolygon (((127.01695274 37.50126482, 127.01770131 37.50182413, 127.01661355 37.50280478, 127.01639365 37.50285706, 127.01618528 37.50267881, 127.01544222 37.50306538, 127.01571891 37.50335658, 127.0164361 37.50293389, 127.01664057 37.50289084, 127.01687789 37.50307897, 127.01783869 37.50241529, 127.01815412 37.50211424, 127.0185034 37.50172147, 127.01885429 37.50078442, 127.01816405 37.50078516, 127.01765098 37.5009758, 127.01695274 37.50126482)))"
apartment_1165010710,반포자이,1.381081104,6070,3410,25737,2009,17.98657227,24,매주,매주,1,70480406.94,6820,"[0.303925215, 4.699996273, 13.78801444, 18.06410146, 23.04383581, 19.82754177, 14.2826215, 5.989963529]",7,3.4,14198.86,39.82,480,0,pedestrian_3827671844,localroad_11738027531,"MultiPolygon (((127.0156809 37.50904331, 127.01686537 37.50595652, 127.01756255 37.50413524, 127.0172936 37.50404823, 127.01716749 37.50386747, 127.01710863 37.5037001, 127.01712541 37.50361305, 127.01678927 37.5037537, 127.01549513 37.50443011, 127.01502452 37.50460424, 127.01515063 37.50484527, 127.01517586 37.5049457, 127.01515066 37.50500596, 127.01504982 37.50507962, 127.01472202 37.50514462, 127.01491132 37.50557228, 127.01495534 37.5060069, 127.01481647 37.5064286, 127.01465824 37.50662217, 127.01445043 37.50674885, 127.01426568 37.50684454, 127.01406365 37.50692471, 127.01372776 37.5070161, 127.01342439 37.50702374, 127.01305177 37.50697463, 127.01280611 37.50689387, 127.01238125 37.50672587, 127.01228466 37.50664775, 127.01223318 37.50659626, 127.01230214 37.50656018, 127.01234163 37.50660157, 127.01243298 37.50667748, 127.01307581 37.5069139, 127.01343048 37.50696308, 127.01371402 37.50695248, 127.01402965 37.50686846, 127.01422251 37.50679002, 127.01442637 37.50668579, 127.0144348 37.50667826, 127.01419164 37.5066056, 127.01407722 37.50684631, 127.01371293 37.50674926, 127.01382489 37.50651069, 127.01320943 37.5063252, 127.01300778 37.50674033, 127.01227655 37.50652615, 127.01220089 37.50641902, 127.01210833 37.50558879, 127.01192192 37.50553609, 127.01084012 37.50560713, 127.0105971 37.5057198, 127.0102702 37.50633585, 127.00995204 37.50625843, 127.00979718 37.50652635, 127.0104112 37.50757664, 127.01559854 37.50908896, 127.0156809 37.50904331)))"
apartment_1165010701,반포푸르지오,0.231450468,249,237,2.35,2000,20.0377655,55,매주,매주,1,57819477.84,474,"[4.498166949, 10.42885304, 14.94268455, 19.61431745, 21.858005, 15.04674538, 9.815061285, 3.796166351]",6,4.7,6676.53,11.25,697,0,pedestrian_10918075302,localroad_11641428833,"MultiPolygon (((126.9978651 37.50415449, 126.9951587 37.50338864, 126.99502331 37.50360738, 126.99773088 37.50436819, 126.9978651 37.50415449)))"
apartment_1165010640,반포한신타워,0.259242505,250,250,599.03,1996,19.57413679,23,매주,매주,1,21094942.96,750,"[2.964278343, 8.383010854, 13.05782159, 20.3961893, 24.28727817, 16.93623888, 10.58995558, 3.385227292]",9,3.7,6520.3,15.34,686,0,pedestrian_4147017219,localroad_4147017219,"MultiPolygon (((127.00569312 37.51025184, 127.00553465 37.51017662, 127.00528754 37.51062433, 127.00576667 37.51078857, 127.0055113 37.5112507, 127.00571964 37.51132385, 127.00580295 37.51135402, 127.00625035 37.51150448, 127.00630362 37.51152214, 127.00649692 37.51158592, 127.00657643 37.51144104, 127.00664869 37.51130913, 127.00666453 37.5112802, 127.00674754 37.51112766, 127.00607568 37.51089911, 127.00627415 37.51053239, 127.00623875 37.510515, 127.00613039 37.51046176, 127.00569312 37.51025184)))"
apartment_1165010707,반포힐스테이트,0.410066009,699,397,3495.71,2012,19.99286219,81,매주,매주,1,69374382.04,1588,"[3.04376993, 8.36525421, 13.15320384, 19.74941733, 24.76393399, 17.22427453, 10.34968131, 3.35046486]",6,4.1,10386.37,7.42,733,0,pedestrian_2829529356,localroad_2622809978,"MultiPolygon (((126.99684623 37.50219509, 126.99692378 37.50203112, 126.99702526 37.50205884, 126.99716661 37.50173294, 126.99766105 37.50056106, 126.99675581 37.50020729, 126.99666412 37.50035302, 126.99589175 37.50188968, 126.99591263 37.50193127, 126.99684623 37.50219509)))"
apartment_1165010131,방배e-편한세상1차,6.31189394,539,199,3746.53,2003,18.60103692,92,매주,매주,1,20111548.02,796,"[1.242955637, 5.555850519, 8.585969676, 14.91755345, 18.76189862, 20.1337955, 22.7670411, 8.034935491]",7,4.6,16421.84,26.18,504,0,pedestrian_4185805760,localroad_4185805753,"MultiPolygon (((126.99971962 37.48704994, 126.99970356 37.48702859, 126.99829475 37.48719077, 126.99827841 37.48720541, 126.99849558 37.4884393, 126.99853844 37.48845851, 126.99954551 37.48834329, 126.99928571 37.4880765, 126.99924018 37.48805729, 126.9992375 37.48796338, 126.99935 37.4878332, 126.99944106 37.48769447, 126.99956696 37.48749386, 126.99959105 37.48744903, 126.99961248 37.48740422, 126.99962052 37.48738074, 126.99971962 37.48704994)))"
apartment_1165010126,방배e-편한세상3차,4.939710617,634,192,3853.79,2006,20.33346122,60,매주,매주,1,20111548.02,384,"[2.317436313, 6.189050775, 12.37003713, 20.37418901, 24.9036172, 18.81133944, 11.47341257, 3.560917575]",6,3,28626.56,51.22,517,0,pedestrian_2622874613,localroad_2623456230,"MultiPolygon (((126.99145979 37.49492663, 126.99156573 37.49489189, 126.99180561 37.49496887, 126.99182745 37.49476283, 126.9918181 37.49473056, 126.99184927 37.49472063, 126.99188354 37.49467595, 126.99203309 37.49466603, 126.99219198 37.49468342, 126.99236646 37.49461889, 126.99250667 37.49452705, 126.99264999 37.49445011, 126.99288367 37.49436573, 126.99302075 37.49430119, 126.99308308 37.49427637, 126.99310296 37.49414514, 126.99307323 37.49411033, 126.99309266 37.49404072, 126.99309994 37.49401654, 126.99284809 37.49397735, 126.99217933 37.49386934, 126.99212977 37.49384933, 126.99187743 37.49374505, 126.99157106 37.49363358, 126.99156508 37.49364918, 126.99146157 37.49363938, 126.99129365 37.49359003, 126.99125887 37.49375889, 126.99106542 37.49373969, 126.99104357 37.4938042, 126.99101888 37.4938679, 126.99103236 37.49390583, 126.9910781 37.49406287, 126.99100078 37.49418024, 126.99095666 37.4942407, 126.99090181 37.49433874, 126.99080822 37.49445843, 126.99069756 37.49454735, 126.99056889 37.49460002, 126.99064978 37.49467584, 126.99073077 37.49474536, 126.99081882 37.49481569, 126.99085479 37.49489845, 126.99094572 37.49495141, 126.99099557 37.49493901, 126.99118251 37.49490427, 126.99120743 37.49490675, 126.99139125 37.49498621, 126.99145979 37.49492663)))"
apartment_1165010140,방배그랑자이,4.4193573,1501,758,2817.99,2021,16.55729586,41,매주,매주,1,61849925.48,2274,"[0.228195405, 4.832141213, 10.36952069, 16.60054601, 21.41627274, 21.39508491, 16.93916169, 8.219077331]",-5,4.7,8050.6,19.78,397,0,pedestrian_12228667068,localroad_1696934651,"MultiPolygon (((126.99946212 37.47536864, 126.99856991 37.47696191, 126.99846227 37.47698441, 126.9984376 37.47701324, 126.99851768 37.47710776, 126.99847968 37.47718773, 126.99988503 37.47776368, 127.0010493 37.47598312, 127.00115537 37.47582115, 127.00074797 37.47565809, 127.00015154 37.4754197, 127.00013569 37.47540635, 127.00002681 37.47534961, 126.99954906 37.475158, 126.99946212 37.47536864)))"
apartment_1165010130,방배대우디오빌,1.209979534,437,412,1317.86,2005,20.76234131,21,매주,매주,1,20613217.08,824,"[0.209660499, 4.196072752, 13.73281572, 18.42334117, 19.50423679, 19.2658426, 16.04028993, 8.627740542]",28,2.6,4493.76,0.21,604,0,pedestrian_1685686496,localroad_1685686496,"MultiPolygon (((126.98462034 37.48626215, 126.98468232 37.48592387, 126.98409584 37.48585457, 126.98405996 37.48603799, 126.98437818 37.48607697, 126.98438144 37.48606399, 126.98441511 37.48606745, 126.98440424 37.48613148, 126.98441835 37.48613407, 126.98439878 37.48623616, 126.98462034 37.48626215)))"
apartment_1165010114,방배동부센트레빌,0.608416239,267,122,2226.47,2004,19.83110088,61,매주,매주,1,24524729.52,488,"[0.285561016, 5.881229375, 10.5683766, 16.65971278, 23.23989835, 21.28513295, 14.77742135, 7.302667584]",15,4.8,8993.25,20.28,373,0,pedestrian_2624211537,localroad_2533109226,"MultiPolygon (((126.9884208 37.49708193, 126.98800087 37.49692085, 126.98790778 37.49705503, 126.9880024 37.49709685, 126.98754864 37.49768028, 126.98758895 37.49770327, 126.98747121 37.49787323, 126.98762095 37.49808728, 126.98843348 37.49807392, 126.9884208 37.49708193)))"
apartment_1165010113,방배래미안,7.993486404,382,303,4002.31,2003,20.08256261,76,매주,매주,1,22854045.65,606,"[1.27700455, 6.624436705, 17.75033288, 19.92813244, 20.66394001, 18.17516254, 11.87415153, 3.706839345]",5,3.9,6018.3,15.57,429,0,pedestrian_4195556239,localroad_4644355021,"MultiPolygon (((126.98487686 37.47284532, 126.98489144 37.47283766, 126.98490589 37.47285172, 126.98494098 37.47219848, 126.98422024 37.47221387, 126.98421932 37.47220332, 126.98412097 37.47219822, 126.98407822 37.47215132, 126.98379824 37.47210561, 126.98379971 37.47216938, 126.98330351 37.47220504, 126.98318286 37.47243685, 126.98325618 37.47268799, 126.98324371 37.47277998, 126.98327129 37.47281972, 126.98323349 37.47299163, 126.98335629 37.47333787, 126.98335844 37.47335457, 126.98365433 37.47335228, 126.98485602 37.47285627, 126.98487686 37.47284532)))"
apartment_1165010102,방배래미안아트힐,6.276262283,1241,588,2751.31,2004,17.55180141,54,매주,매주,1,22854045.65,2352,"[0.130600857, 6.08310015, 10.12793721, 16.57889462, 20.42843452, 21.13180087, 16.5316081, 8.987623674]",7,3.2,20088.24,65.76,445,0,pedestrian_1696934674,localroad_1696934674,"MultiPolygon (((127.00663767 37.4776469, 127.00455334 37.47663929, 127.00424713 37.47705654, 127.00418127 37.47702505, 127.00364277 37.47775698, 127.00365699 37.47780392, 127.00437542 37.47809967, 127.00525806 37.47847094, 127.00566644 37.4786525, 127.00571906 37.47864674, 127.00625246 37.47809303, 127.00630638 37.4780609, 127.00633571 37.47805687, 127.00663767 37.4776469)))"
apartment_1165010117,방배래미안타워,3.945765305,640,344,2873.94,2005,19.74185859,24,매주,매주,1,36481337.69,1720,"[1.601560323, 7.304851243, 14.40939909, 18.8368162, 23.02609826, 20.03789356, 12.16909693, 2.614284387]",9,4.3,6302.26,17.97,507,0,pedestrian_4185920049,localroad_4185920049,"MultiPolygon (((126.99277038 37.47417988, 126.9927252 37.47416379, 126.99189572 37.47438349, 126.99108931 37.47459412, 126.98966569 37.47499097, 126.98964198 37.47502243, 126.9898411 37.47547007, 126.98988223 37.47548938, 126.9912836 37.47510064, 126.99294157 37.47464131, 126.9929558 37.47460878, 126.99277038 37.47417988)))"
apartment_1165010128,방배롯데캐슬로제,2.848299662,387,130,3746.53,2009,20.9488305,86,매주,매주,1,40148501.15,650,"[0.150004234, 4.059187154, 9.451174025, 15.30063349, 22.77100563, 22.1168541, 17.67398677, 8.477154597]",5,3.7,88357.59,61.01,365,0,pedestrian_2623456323,localroad_2623456331,"MultiPolygon (((126.99566999 37.49070909, 126.99596532 37.49025739, 126.99594593 37.49022132, 126.99427766 37.48954281, 126.99422593 37.48954968, 126.99377105 37.49025727, 126.99391762 37.49031739, 126.99398658 37.49047541, 126.99425385 37.49057677, 126.99499534 37.49047203, 126.99561395 37.49072283, 126.99566999 37.49070909)))"
apartment_1165010116,방배롯데캐슬아르떼,2.252503395,1168,744,1317.86,2013,20.31272845,100,매주,매주,1,40148501.15,3720,"[1.734831268, 6.281085729, 15.46793447, 19.24932558, 22.54866575, 19.81798695, 11.6991036, 3.201066654]",2,4.3,7741.19,22.66,579,0,pedestrian_1685686404,localroad_1685686404,"MultiPolygon (((126.9828865 37.48354842, 126.98288804 37.48358434, 126.98290184 37.48383905, 126.98294693 37.48387212, 126.98413637 37.48383521, 126.98424844 37.48383486, 126.98429856 37.48475321, 126.98434361 37.48478594, 126.98506864 37.4847577, 126.98509578 37.48475397, 126.98522715 37.48473783, 126.98534384 37.48455739, 126.98536497 37.48452359, 126.98553285 37.48426397, 126.98556907 37.48420765, 126.98588434 37.48371851, 126.98591871 37.48366533, 126.98607337 37.48343057, 126.98604123 37.48336026, 126.98542596 37.48311106, 126.98542757 37.48313503, 126.98487452 37.48315293, 126.98485236 37.48275399, 126.98464691 37.48276127, 126.98416467 37.48277788, 126.98409701 37.48278116, 126.98337091 37.48280533, 126.98293483 37.4828205, 126.9828503 37.48289399, 126.98287183 37.48328861, 126.9828865 37.48354842)))"
apartment_1165010129,방배마에스트로,0.868974566,78,118,1317.86,2019,20.40649588,61,매주,매주,1,50421425.38,472,"[1.35051881, 8.414070849, 18.36376201, 18.4324954, 20.14322249, 17.38310863, 11.75834012, 4.154481692]",34,3.7,4913.48,14.16,509,0,pedestrian_1905595277,localroad_1905595277,"MultiPolygon (((126.98382916 37.48605578, 126.98389547 37.48606284, 126.9839177 37.48594202, 126.98403646 37.48595565, 126.98405962 37.48582982, 126.98393081 37.48581463, 126.98393125 37.48581197, 126.98377154 37.48579352, 126.98377096 37.48579592, 126.98366861 37.48578431, 126.98366493 37.48580766, 126.98371918 37.48596107, 126.98377654 37.48607303, 126.98382916 37.48605578)))"
apartment_1165010136,방배브라운가,6.260341644,217,161,1317.86,2006,21.24002511,61,매주,매주,1,37088349.39,644,"[0.008918897, 4.451686002, 12.95007399, 17.61383156, 21.39841706, 19.11963875, 16.31497582, 8.142457916]",-1,2.7,6687.02,22.75,477,0,pedestrian_4185879885,localroad_4185879885,"MultiPolygon (((126.99170127 37.48411745, 126.99178831 37.48398379, 126.99197208 37.48405585, 126.9925357 37.48317203, 126.9925088 37.48311373, 126.99199928 37.48291656, 126.99130608 37.48395458, 126.99170127 37.48411745)))"
apartment_1165010133,방배브라운스톤,2.726999601,194,145,27368.68,2005,20.49819099,50,매주,매주,1,17171834.51,435,"[1.000201001, 8.008299663, 16.9066396, 18.04095041, 22.24001352, 18.5186238, 11.65391772, 3.631354273]",13,3.9,7287.61,23.64,438,0,pedestrian_4185805735,localroad_4185805735,"MultiPolygon (((126.99513181 37.48737866, 126.99515279 37.48732673, 126.99518125 37.48733211, 126.99529512 37.48709385, 126.99524619 37.48707062, 126.99527623 37.4869749, 126.99530644 37.48691493, 126.99531245 37.4869076, 126.99543894 37.48692675, 126.99573702 37.48645656, 126.99512877 37.48621664, 126.99477362 37.48672512, 126.9947556 37.48675412, 126.99474341 37.4867803, 126.9947616 37.48679241, 126.99460017 37.48721105, 126.99458706 37.4872403, 126.9947981 37.48728836, 126.99479155 37.48729881, 126.99513181 37.48737866)))"
apartment_1165010134,방배서리풀e-편한세상,6.814513206,932,496,7357.34,2010,17.62265799,94,매주,매주,1,19224751.33,1984,"[0.104336703, 4.742195738, 13.95580569, 16.42247351, 20.93475807, 20.59013827, 15.72582537, 7.524466648]",2,3.1,8161.37,15.46,512,0,pedestrian_12228666816,localroad_4185805712,"MultiPolygon (((126.99786012 37.48457218, 126.99799983 37.48458703, 126.99808365 37.48457218, 126.99814885 37.48457961, 126.9982513 37.48460188, 126.99832581 37.48461673, 126.99841894 37.48462415, 126.99850277 37.48461673, 126.99856796 37.48460931, 126.99867973 37.48454994, 126.99875424 37.48449056, 126.99894052 37.48449799, 126.99903366 37.48450542, 126.99911749 37.48450542, 126.999192 37.48451284, 126.9993317 37.48461675, 126.99937827 37.4846687, 126.99942934 37.48467758, 126.9994687 37.48461485, 126.99949232 37.4845333, 126.99932701 37.48440156, 126.99923255 37.48437019, 126.99905935 37.48435136, 126.99890979 37.48434509, 126.99886256 37.48427608, 126.99968127 37.48402517, 126.99945298 37.48379933, 126.9992562 37.48341666, 126.99898855 37.48299635, 126.9988626 37.48305908, 126.99879879 37.48293075, 126.99848605 37.48310728, 126.99806906 37.48333571, 126.99763905 37.48352261, 126.99729515 37.48337421, 126.99700289 37.48382543, 126.99687342 37.4839518, 126.99686048 37.48398533, 126.9967798 37.48408871, 126.99702401 37.48419211, 126.99708252 37.48428334, 126.99705962 37.48432185, 126.99775767 37.4845796, 126.99786012 37.48457218)))"
apartment_1165010115,방배아이파크,0.277129382,236,138,2950.95,2006,21.55831401,64,매주,매주,1,39725680.59,552,"[0.353971285, 7.379864052, 11.17841791, 15.45872882, 22.29920618, 21.16465455, 14.57447026, 7.590686923]",-2,4.9,6826.7,19.12,439,0,pedestrian_2624211581,localroad_2624211581,"MultiPolygon (((126.9853351 37.4912005, 126.98485984 37.49111236, 126.98472719 37.49117839, 126.98441217 37.49119596, 126.98440111 37.49121798, 126.98440103 37.49159669, 126.98445066 37.49200183, 126.98448382 37.49203707, 126.98505856 37.49217806, 126.98510278 37.49215165, 126.9853572 37.49121812, 126.9853351 37.4912005)))"
apartment_1165010119,방배아크로리버,3.505049388,373,222,2226.47,2004,18.51912774,12,매주,매주,1,33997610.16,666,"[2.112002182, 8.558511123, 15.65495429, 18.35173931, 22.7246829, 17.51574538, 10.93043988, 4.151924931]",23,3.9,8391.22,21.79,290,0,pedestrian_2551950253,localroad_2551950253,"MultiPolygon (((126.98469854 37.49829372, 126.98476594 37.49805861, 126.98498875 37.49809868, 126.98512984 37.49756624, 126.98447343 37.4974762, 126.98378478 37.49748678, 126.98384919 37.49756442, 126.98417236 37.49787832, 126.98446572 37.49814548, 126.9846703 37.49828252, 126.98469854 37.49829372)))"
apartment_1165010135,방배아크로타워,2.271681547,190,116,1317.86,2007,20.86705322,28,매주,매주,1,29372745.94,464,"[1.210038144, 11.70494869, 17.80345461, 18.0767534, 21.23698976, 15.8895276, 10.51222233, 3.566065465]",8,3.8,3580.65,1.47,390,0,pedestrian_1696934728,localroad_1696934728,"MultiPolygon (((126.99562336 37.48302994, 126.99519611 37.48285903, 126.99495504 37.48324247, 126.99538039 37.48341489, 126.99562336 37.48302994)))"
apartment_1165010138,방배아트자이,2.602170229,572,353,4271.65,2018,18.4389408,33,매주,매주,1,55465538.19,1059,"[0.263615493, 7.600482891, 10.85244017, 15.32760776, 15.77525367, 19.5500026, 17.09427281, 13.53632462]",-1,4.7,7343.96,24.78,655,0,pedestrian_4185816725,localroad_4185816725,"MultiPolygon (((127.00289689 37.48028018, 127.00347101 37.4794098, 127.00344472 37.47934301, 127.00294771 37.47913613, 127.00245885 37.47893248, 127.00237504 37.47895317, 127.00157828 37.48016753, 127.0016049 37.48023415, 127.00203678 37.48041405, 127.00217275 37.48048018, 127.00230126 37.48055127, 127.00251576 37.48022052, 127.00258328 37.48023368, 127.00288424 37.48029977, 127.00289689 37.48028018)))"
apartment_1165010112,방배우성,3.218697548,468,468,4002.31,1989,19.85429164,55,매주,매주,1,33902814.15,2340,"[0.186824196, 3.327897997, 18.46632682, 20.73318709, 17.82835273, 17.60743664, 14.94286633, 6.907108207]",18,4.3,6522.58,22.67,477,0,pedestrian_4644339636,localroad_4644355021,"MultiPolygon (((126.98311167 37.47299402, 126.98303868 37.4725666, 126.98282138 37.47301672, 126.98269477 37.47327643, 126.98268583 37.47329615, 126.98310914 37.47341633, 126.98311618 37.47339204, 126.98316605 37.47337028, 126.9831933 37.47324327, 126.98311167 37.47299402)),((126.98370105 37.4747886, 126.98363079 37.47469981, 126.98357539 37.47470827, 126.98357528 37.47469674, 126.98359406 37.47465548, 126.98360311 37.4746325, 126.98361306 37.47459872, 126.98362879 37.47453583, 126.98363174 37.4745115, 126.98362927 37.47442834, 126.98360443 37.47429877, 126.98357622 37.47417364, 126.98356344 37.47411694, 126.98357473 37.47406201, 126.98359568 37.474017, 126.98359931 37.47400918, 126.98364515 37.4739277, 126.98364775 37.47388378, 126.98359184 37.47381078, 126.98351739 37.47359552, 126.98326598 37.47351756, 126.98309365 37.4734698, 126.98309431 37.4734675, 126.98266316 37.47334435, 126.98265559 37.47336041, 126.98237031 37.47394955, 126.98227286 37.47420827, 126.98223854 37.4743093, 126.9821277 37.47467606, 126.98210661 37.47477286, 126.9822546 37.4747742, 126.98226184 37.47477537, 126.98226659 37.47477997, 126.98226353 37.47481411, 126.98222821 37.4749762, 126.98225636 37.47497945, 126.98225896 37.47498224, 126.9822656 37.47509198, 126.9822629 37.47509667, 126.98225509 37.47509856, 126.98224921 37.47509874, 126.98224133 37.47521296, 126.98297631 37.47516489, 126.98308909 37.47515618, 126.98343654 37.47512954, 126.9839393 37.47509007, 126.98386778 37.47500132, 126.98383072 37.47494356, 126.9837698 37.47488147, 126.9837239 37.47487354, 126.9836789 37.47481376, 126.98370105 37.4747886)))"
apartment_1165010132,방배자이,6.144856453,377,136,27368.68,2003,19.58236694,30,매주,매주,1,29064328.71,272,"[0.131327526, 3.230098291, 7.967991334, 12.04021932, 17.39907018, 17.41991923, 24.80628653, 17.0050876]",2,3.4,6938.84,17.15,365,0,pedestrian_9884621185,localroad_4185805759,"MultiPolygon (((126.99935887 37.48584726, 126.99932522 37.48582479, 126.99857157 37.48590169, 126.9985485 37.48593723, 126.99874516 37.48701945, 126.99877731 37.48704256, 126.99952288 37.48695588, 126.99954768 37.48692435, 126.99935887 37.48584726)))"
apartment_1165010109,방배현대홈타운1차,0.312661827,792,644,2950.95,1999,20.89413452,4,매주,매주,1,29778378.38,3220,"[1.218031935, 8.817878407, 16.76290176, 17.19833987, 21.6818496, 18.37461081, 11.87361785, 4.072769782]",20,2.5,6526.82,17.88,366,0,pedestrian_4186016192,localroad_4186016192,"MultiPolygon (((126.98322913 37.4894128, 126.98323825 37.48930056, 126.9830322 37.48934479, 126.9830325 37.48940816, 126.98322913 37.4894128)),((126.98457593 37.48756728, 126.98456547 37.48751115, 126.98431223 37.48743844, 126.98428049 37.48749811, 126.98424944 37.48753866, 126.98407616 37.48754987, 126.9839209 37.48755469, 126.98390776 37.4874716, 126.98383094 37.48748383, 126.98370691 37.48753454, 126.98363589 37.4875124, 126.98319168 37.48759331, 126.98319363 37.48780624, 126.98321292 37.48797224, 126.98334253 37.48829333, 126.98329575 37.48858233, 126.98328309 37.48871438, 126.98329177 37.48882524, 126.98330053 37.48887422, 126.98330491 37.4889162, 126.9833367 37.48908935, 126.98331324 37.48922458, 126.98329802 37.4894357, 126.98330532 37.48949278, 126.98451491 37.48951613, 126.98437356 37.48933436, 126.98431862 37.48918118, 126.98432821 37.48881619, 126.98449812 37.48850768, 126.98451266 37.48836394, 126.98459872 37.488236, 126.98468942 37.48810915, 126.98470276 37.48804893, 126.98472433 37.48794342, 126.98472655 37.48787606, 126.98468804 37.48780567, 126.98462677 37.4877161, 126.98453769 37.48761906, 126.98457593 37.48756728)))"
apartment_1165010110,방배현대홈타운2차,0.690236807,484,384,2950.95,2001,20.99660296,79,매주,매주,1,29778378.38,1152,"[1.887491436, 8.813762888, 15.56778679, 18.7116746, 22.27791358, 18.58797608, 11.02997522, 3.123419408]",15,3.4,7797.27,24.41,532,0,pedestrian_3804191246,localroad_2533109190,"MultiPolygon (((126.98385504 37.49073865, 126.98385759 37.49065488, 126.98399611 37.49065649, 126.98399673 37.49068558, 126.98425702 37.49067437, 126.98444259 37.49067722, 126.98449683 37.49067722, 126.98460351 37.49068093, 126.98464146 37.49040364, 126.98469082 37.49034236, 126.98472852 37.49000533, 126.9846758 37.48984938, 126.98463798 37.48979501, 126.98453444 37.48961835, 126.98325592 37.48958791, 126.98325134 37.48967408, 126.98325504 37.48975857, 126.9832698 37.48975954, 126.98320632 37.48987056, 126.98320213 37.49016138, 126.98306474 37.49016136, 126.98311562 37.49019583, 126.98312324 37.49024043, 126.98316743 37.49025552, 126.98316741 37.49037353, 126.98316383 37.49055056, 126.98321673 37.49055619, 126.9832802 37.49058712, 126.98327666 37.49063489, 126.98332956 37.49063208, 126.98356231 37.49063493, 126.98358296 37.49069292, 126.98376877 37.49069171, 126.98377092 37.4906927, 126.98376997 37.49075462, 126.98372145 37.49079275, 126.98388364 37.49079203, 126.98388353 37.49076136, 126.98385504 37.49073865)))"
apartment_1165010111,방배현대홈타운3차,0.636082053,219,123,2950.95,2004,21.33532376,24,매주,매주,1,29778378.38,369,"[2.103806513, 9.451605896, 14.37310873, 18.41713605, 22.86406058, 18.15164634, 10.84294574, 3.795690146]",-13,4.4,7314.33,23.33,376,0,pedestrian_2533109194,localroad_2533109194,"MultiPolygon (((126.98419804 37.49197102, 126.98418388 37.49183948, 126.98416225 37.4918415, 126.98415151 37.49177512, 126.98413897 37.49168619, 126.98418172 37.49166962, 126.98419607 37.49166469, 126.98429889 37.49165198, 126.98430089 37.49162176, 126.98429996 37.49139565, 126.98428619 37.49117584, 126.98389508 37.49118899, 126.9835029 37.49119524, 126.9833318 37.49120078, 126.98328877 37.49119778, 126.98328403 37.49115043, 126.98327552 37.49097362, 126.98311619 37.49097595, 126.98311289 37.49112026, 126.98306952 37.49115587, 126.98316697 37.4911492, 126.98317648 37.49130557, 126.98317749 37.49137035, 126.98318176 37.4914198, 126.98317776 37.49167981, 126.98331362 37.49173617, 126.98332841 37.49174016, 126.98332372 37.491672, 126.98345626 37.49166903, 126.98346289 37.49178248, 126.98404842 37.4919327, 126.98419804 37.49197102)))"
apartment_1165010639,블루힐하우스,0.335742742,129,125,599.03,1999,19.606747,7,매주,매주,1,50346990.35,375,"[0.34552789, 6.016957033, 11.06082933, 16.24439251, 23.67634751, 20.46559552, 15.11217014, 7.078180055]",8,3.2,7267.96,6.67,450,0,pedestrian_4642340523,localroad_4147056027,"MultiPolygon (((127.00586754 37.51170261, 127.0060813 37.51177818, 127.00608552 37.51176769, 127.00616412 37.51179791, 127.00617994 37.5117618, 127.00622373 37.51177524, 127.00620421 37.51180967, 127.00618628 37.51180337, 127.00605679 37.51204977, 127.00616961 37.51209039, 127.00628593 37.51187676, 127.00629502 37.51187421, 127.00631293 37.51183664, 127.00629158 37.51183057, 127.00641402 37.51160099, 127.00630272 37.51156334, 127.00626025 37.51163188, 127.00626797 37.51163465, 127.00623047 37.51170601, 127.00621292 37.5116999, 127.00620853 37.51170863, 127.00591495 37.51160867, 127.00586754 37.51170261)))"
