uuid,name,lon,lat
academy_514,경선식에듀원격학원,127.0154629,37.4868974
academy_515,해커스공인중개사주택관리사학원,127.0257595,37.4985613
academy_517,일월안전교육학원,127.0057703,37.4793736
academy_518,백현우과학전문학원,127.0014445,37.5096033
academy_519,(주)씨에이치비학원,127.0188717,37.5115605
academy_520,윤영숙수학전문3관학원,126.9831156,37.4933092
academy_521,아이엠수학학원,126.9869203,37.5021451
academy_522,반포스피커스(Banpospeakers)학원,127.0101953,37.5004773
academy_523,반포대학나무학원,127.008056,37.5074515
academy_524,해법한신영어교습소,127.0100772,37.5162716
academy_525,엠앤에스(M&S)수학교습소,126.9882964,37.4932005
academy_526,수학의정석원격학원,127.0368701,37.4823343
academy_527,윤선생우리집앞서이?서초영어교습소,127.0259319,37.4922553
academy_529,네이처힐음악학원,127.0262924,37.4636048
academy_530,관인뮤직트리음악학원,126.9956953,37.5030941
academy_531,블루스카이수학학원,127.0036799,37.5082166
academy_532,송은희클라리넷교습소,127.0141834,37.5154139
academy_533,한국스마트속기학원,127.0090945,37.4930614
academy_534,한양플러스음악학원,127.0255795,37.464536
academy_535,아이리스(IRIS)영어전문학원,126.9832509,37.4874986
academy_536,스터디코드원격학원,127.0208511,37.4838516
academy_537,도무스링구아학원,127.0217007,37.4655132
academy_538,숲을보는수학교습소,126.9877635,37.496656
academy_539,스케치북미술교습소,126.9970943,37.4864366
academy_540,알탐과학교습소,127.0061031,37.4798539
academy_541,에이치비아카데미학원,127.0262924,37.4636048
academy_542,리틀러너스어학원,126.9947144,37.4978056
academy_543,에스피(SP)수학학원,127.0139482,37.5066358
academy_544,올댓뷰티아카데미미용학원,127.0246315,37.5018138
academy_545,아트리미술교습소,126.9919623,37.4913667
academy_546,서초예일영어교습소,126.9982734,37.4811214
academy_547,반포해오름수학교습소,127.0008014,37.5043898
academy_548,렉시스코리아학원,127.0282025,37.4941843
academy_549,한우리서초남독서논술학원,127.0057322,37.4796886
academy_550,서울국제크리스천아카데미(SICA)학원,127.0462827,37.4685705
academy_551,매지클학원,127.0402466,37.4835512
academy_552,뮤직아카데미물댄동산음악학원,126.9848084,37.4877192
academy_553,이젠오즈수학교습소,126.993258,37.4782404
academy_554,생각나무로봇교습소,127.0115643,37.5012907
academy_555,맑은숲국어논술전문학원,126.989298,37.4935605
academy_556,움뮤직센터음악학원,127.011089,37.5013137
academy_557,천사아틀리에미술학원,127.0290848,37.4871813
academy_558,필리아사회탐구학원,127.008056,37.5074515
academy_559,최상위영수학원,127.0140371,37.4964367
academy_560,윤선생우리집앞영어ENI영어교습소,127.0448779,37.4714695
academy_561,씨엠에스반포학원,126.983763,37.4972794
academy_562,와이케이수리논술교습소,127.0310252,37.4857736
academy_563,마쌤영어보습학원,126.9888522,37.5014589
academy_564,지지경매교육학원,127.019723,37.4897081
academy_565,키즈닥터창의성영재학원,127.0104593,37.5018941
academy_566,피엔케이수학원,127.0102777,37.5019467
academy_567,아트비미술교습소,127.0180135,37.5088592
academy_568,리더스경공매학원,127.0282025,37.4941843
academy_569,인바스켓학원,127.0204518,37.4945167
academy_570,하연영재과학교습소,127.0021861,37.5057261
academy_571,케이앤(KN)영어학원,127.0104765,37.5023088
academy_572,맨해튼랩프라임영어교습소,126.9874554,37.4951846
academy_573,파츠앤팬스학원,127.0097068,37.4989324
academy_574,꼭시넬그림책학원,126.9997583,37.4961094
academy_575,서초이안어학원,127.0115643,37.5012907
academy_576,코리아승무원학원,127.0277348,37.4953698
academy_577,코리아항공운항과학원,127.0277348,37.4953698
academy_578,서준학원미래관학원,127.0040029,37.482197
academy_579,프랜차이즈아카데미학원,127.0180232,37.5098504
academy_581,르씨(R.se)무용전문센터학원,127.0144668,37.4843932
academy_582,르씨(R.se)무용전문학원,127.0144668,37.4843932
academy_583,아이코어이앤씨학원,127.0391709,37.4801365
academy_584,픽스웨이브컨셉아트아카데미학원,127.0303626,37.4845518
academy_585,줄리아발레아카데미학원,127.0112563,37.5023513
academy_586,배우앤배움아트센터학원,127.0205847,37.5094482
academy_587,피에스학원,127.0385614,37.4826995
academy_588,이디엠아트미술학원,127.0246405,37.501994
academy_589,절대수학교습소,127.0112172,37.5010265
academy_590,뉴칸타빌레음악교습소,127.0220521,37.4584969
academy_591,우솔해법영어교습소,127.0220521,37.4584969
academy_592,이루다스피치학원,127.0173102,37.4839844
academy_593,하이웨이어학원,126.9947183,37.4831726
academy_594,방배아벨수학전문학원,126.9826884,37.4797808
academy_595,와이즈만서초학원,127.0117193,37.5006883
academy_596,제비울학원,127.0100772,37.5162716
academy_597,수학일치학원,127.0139868,37.4942467
academy_598,레코드팩토리학원,127.0131891,37.4818145
academy_599,고도문예창작학원,127.0167345,37.4916746
academy_600,강남캠벨아카데미어학원,127.0286675,37.4923319
academy_601,서초씨앤씨미술학원,126.9973976,37.4823574
academy_602,그리다(Gree.Da)미술교습소,127.0219391,37.5088017
academy_603,선맹수의튜터링영어교습소,127.0150619,37.4950486
academy_604,에이브이에이(AVA)사진학원,127.0431344,37.4761049
academy_605,반포스마트러닝센터학원,127.0104777,37.4996417
academy_606,오즈액팅연기학원,126.9955141,37.4836929
academy_607,에이플수학교습소,127.0217403,37.5015015
academy_608,이티씨(ETC)영어교습소,127.0052559,37.4823517
academy_609,썬(sun)영어교습소,127.0143407,37.5197943
academy_610,피아니스트김민정아카데미방배이화음악교습소,126.9842675,37.4834076
academy_611,창조적소수미술학원,127.0105586,37.5037962
academy_612,홍익명문미술학원,126.9956953,37.5030941
academy_613,상상논술교습소,127.0104685,37.5012004
academy_614,가람과학교습소,127.0121487,37.5024309
academy_615,수학캠프수학전문학원,126.9956953,37.5030941
academy_616,청담아이가르텐학원,127.0102102,37.5002071
academy_617,반포세정2관학원,127.0011202,37.5059333
academy_618,와이즈만영재입시센터중등학원,127.0117193,37.5006883
academy_619,프라임수학교습소,127.0072892,37.5072738
academy_620,민정아트미술교습소,127.0014445,37.5096033
academy_621,서래한우리독서논술교습소,126.9877635,37.496656
academy_622,에스엔케이영어교습소,127.0021861,37.5057261
academy_623,도르레아트창작소미술학원,127.0174633,37.4999252
academy_624,다비오학원,127.0255795,37.464536
academy_625,플로아트 플로리스트 아카데미학원,127.0102144,37.4887458
academy_626,디쿨그레이학원,127.0406356,37.4787698
academy_628,라임매쓰(Lime Math)학원,126.9968983,37.4833353
academy_629,씨오엘아카데미학원,127.0189648,37.511363
academy_630,매쓰101수학교습소,127.0259319,37.4922553
academy_631,수학쟁이들학원,127.0000133,37.5049688
academy_632,매쓰홀릭학원,126.9999844,37.4995082
academy_633,올림피아드함수학원,127.0154549,37.4564778
academy_634,방배스즈키음악학원,126.9991399,37.4797321
academy_635,영재음악교습소,127.0008014,37.5043898
academy_636,대한민국명장김영모아카데미학원,127.0176131,37.4599828
academy_637,아우다키아보습학원,127.0102675,37.5010005
academy_639,커리어칼리지학원,127.0285595,37.4928176
academy_640,리세움댄스스포츠학원,127.0386507,37.4845564
academy_641,제이엠(JM)영수전문학원,127.046149,37.4719754
academy_642,다솔음악학원,126.9877072,37.4890957
academy_643,유나이티드영재음악학원,127.02239,37.4837652
academy_644,원탑잉글리쉬(ONETOPENGLISH)영어교습소,126.996786,37.4832803
academy_645,맨해튼랩에이스영어교습소,126.9874554,37.4951846
academy_646,하다수학교습소,126.9862305,37.4979583
academy_648,문준영&커넥트영어학원,126.9886189,37.4919238
academy_649,서초우리들학원,127.0138058,37.4959662
academy_650,그레잇에듀학원,126.9838364,37.4885218
academy_651,현진피아노교습소,127.0008014,37.5043898
academy_652,코어아카데미영어교습소,127.0139482,37.5066358
academy_653,내곡프린스턴영어교습소,127.0636548,37.4543375
academy_655,아트뮤지엄미술교습소,127.0636548,37.4543375
academy_656,수학몬스터서초학원,127.0101914,37.5033426
academy_657,수학과학의미학원,127.0201381,37.4960189
academy_658,더큐브아카데미학원,127.0189044,37.5168409
academy_659,탑에듀영어교습소,127.0100772,37.5162716
academy_660,윤선생우리집앞영어교실방일새라영어교습소,126.9964418,37.4861877
academy_661,토즈스터디센터교대역독서실,127.015673,37.4950086
academy_662,코어원에듀학원,127.0008014,37.5043898
academy_663,토즈스터디센터방배독서실,126.985312,37.4964637
academy_664,주한영국문화원영러너서초어학원,127.0164141,37.4954113
academy_665,버밍엄영어전문학원,127.0146492,37.5152647
academy_666,마루국어논술학원,127.0098927,37.5071155
academy_667,한뮤직컴퍼니뮤지컬교습소,127.0098927,37.5071155
academy_668,류지연음악교습소,127.0285717,37.4866365
academy_669,퍼펙트영어교습소,127.0259319,37.4922553
academy_670,케이매쓰(K MATH)수학교습소,127.0111962,37.5017651
academy_671,킹스수학교습소,126.9947134,37.5054735
academy_672,서초경매아카데미학원,126.9962046,37.4819418
academy_673,제이발레스튜디오학원,127.0151312,37.494932
academy_674,집단지성학원,127.0108133,37.5033568
academy_675,용문학원,127.0144698,37.49535
academy_676,해커스해외대학입시전문학원,127.0257595,37.4985613
academy_677,하우투스터디과학학원,127.0101438,37.5018104
academy_679,솔루니양재논술교습소,127.0462422,37.4753191
academy_680,지니어스입시미술교습소,127.0038922,37.4828718
academy_681,황액터스학원,127.0180203,37.5169777
academy_682,아르코아트미술교습소,126.9956953,37.5030941
academy_683,해법영어서초이수아카데미영어교습소,126.985518,37.4787238
academy_684,람아트스쿨학원,127.0170428,37.4931729
academy_685,고수학학원,127.0113838,37.5021181
academy_686,인바이올린교습소,127.008056,37.5074515
academy_687,숙명킨더아카데미학원,127.0416806,37.4686504
academy_688,씨이티(CET)영어학원,126.9975507,37.4979739
academy_689,스페라학원,126.9830606,37.4906957
academy_690,신대산영어전문학원,127.0041915,37.4824689
academy_691,더엠브릿지영어학원,127.0154549,37.4564778
academy_692,윤정영어학원,127.0048897,37.5065508
academy_693,제니스아카데미학원,127.0599746,37.4566871
academy_694,소도스카이학원,127.0130707,37.491671
academy_695,포레스타음악학원,127.0599746,37.4566871
academy_696,이지에듀학원,127.0406624,37.4687142
academy_697,신대찬학원,126.9901596,37.5017944
academy_698,바오밥나무미술교습소,127.0599746,37.4566871
academy_699,안스스피치학원,126.9860762,37.4909649
academy_700,오은정국어논술전문학원,127.008056,37.5074515
academy_701,강남대성별관학원,127.0144618,37.4925206
academy_702,서준학원지혜관학원,127.0043609,37.4824883
academy_703,그린램프라이브러리반포캠퍼스독서실,127.0107782,37.5025816
academy_704,소도스카이원격학원,127.0130707,37.491671
academy_705,자유의날개국어논술학원,127.0090872,37.483339
academy_706,소다뮤직아카데미학원,127.012765,37.4882625
academy_707,최신고등수학교습소,126.9861493,37.4863972
academy_708,박문각강남고시1별관학원,127.024742,37.4985349
academy_709,윤쌤수학교습소,127.0061031,37.4798539
academy_710,논술및올댓역사논술교습소,127.0021861,37.5057261
academy_711,서초신동한우리독서토론논술교습소,127.0141834,37.5154139
academy_712,소리나무음악교습소,127.0076794,37.4803537
academy_713,젠(ZEN)수학교습소,126.9869203,37.5021451
academy_714,한탑언남1관학원,127.0450577,37.4715611
academy_715,인더페이퍼학원,127.0207192,37.4922213
academy_716,작은별음악학원,127.011213,37.5004858
academy_717,핸섬아트(Handsome Art)학원,127.0286675,37.4923319
academy_718,스파크어학원,127.0101914,37.5033426
academy_719,넥서스학원,127.0042389,37.4823071
academy_720,뷰미술학원,126.996834,37.4830734
academy_721,다온수학학원,127.0108133,37.5033568
academy_722,올검정고시원격학원,127.0287126,37.4932153
academy_723,오르다샘앤클래스반포학원,127.011455,37.5018664
academy_724,오투학원,127.0226022,37.5073925
academy_725,드림댄스학원,127.0262116,37.498583
academy_726,에이스수학교습소,126.9845668,37.4788328
academy_727,비전매쓰수학교습소,127.0174633,37.4999252
academy_728,러빈아트(Lovin' art)미술교습소,127.0076794,37.4803537
academy_730,두형호영어교습소,127.0249649,37.4639903
academy_731,소통과공감미술교습소,126.98399,37.4938754
academy_732,스카이국어논술학원,127.0101379,37.5022519
academy_733,시대인재반포센터학원,127.0008014,37.5043898
academy_734,뮤엠스카이엠영어교습소,127.0275223,37.4646512
academy_735,라온수학교습소,126.9842323,37.4818304
academy_736,방배해법수학교습소,126.9870974,37.4865225
academy_737,수학시간학원,126.9893478,37.4932185
academy_738,뮤직라이브러리원격학원,127.0114993,37.4856299
academy_739,키즈스피치예소스학원,127.0113091,37.5000631
academy_740,안녕국어교습소,127.0100772,37.5162716
academy_741,핫클레이스(hotclays)도예교습소,127.0248042,37.4911468
academy_742,아르스피아노교습소,127.0006421,37.4790059
academy_743,돌체플루트교습소,127.0006421,37.4790059
academy_744,아람플러스학원,127.0259247,37.4875878
academy_745,폴고갱미술교습소,127.045778,37.4718102
academy_746,한국꽃예술학원,127.0409167,37.4691578
academy_747,한국전통발효아카데미학원,127.0210749,37.4840337
academy_748,더블유(W)방송연기학원,127.0163573,37.4859497
academy_749,세인트폴서울학원,127.0109346,37.5001591
academy_750,세인트폴프리페라토리서울(Saint Paul Preparatory Seoul)학원,127.0109346,37.5001591
academy_751,힘멜학원,127.0176912,37.511875
academy_752,누나영아카데미어학원,127.0279529,37.4951193
academy_753,한미술교습소,127.0398101,37.4823132
academy_755,상위권수학자이학원,127.0098927,37.5071155
academy_756,웨스턴영어학원,127.0008014,37.5043898
academy_757,그린램프라이브러리반포2캠퍼스독서실,127.0012576,37.5058083
academy_758,장지윤바이올린교습소,127.0217403,37.5015015
academy_759,서초국어논술교습소,127.0094136,37.4834499
academy_760,스타에듀학원,127.0455145,37.4720874
academy_761,꽃피다국어교습소,127.0101216,37.5034862
academy_762,김쌤수학교습소,127.0562945,37.4473228
academy_763,코오롱피아노교습소,127.0274887,37.4724811
academy_764,이루다수학학원,127.0104685,37.5012004
academy_765,아카데미라운지구반포독서실,126.9874334,37.5026721
academy_766,잉글리쉬101영어학원,127.0253052,37.4699942
academy_767,엠아이서초어학원,127.0113091,37.5000631
academy_768,엘아이엘(LIL)영어교습소,127.0112563,37.5023513
academy_769,아롱다롱음악교습소,126.9864856,37.4866073
academy_770,공감국어교습소,127.0034252,37.506106
academy_771,서앤박수학학원,127.0120964,37.5029711
academy_772,서초크라센어학원,127.0118486,37.5003199
academy_773,발레플러스발레학원,127.023229,37.5052982
academy_774,수자담수학전문학원,126.9858738,37.4908821
academy_775,서리풀랩독서실,127.0054708,37.4823445
academy_776,이영준아카데미학원,127.0142996,37.4885096
academy_777,공간수학교습소,127.0055318,37.5067454
academy_778,서초애플과학교습소,127.0259319,37.4922553
academy_779,엘앤케이(LNK)영어교습소,127.0200648,37.4635353
academy_780,길찬국어교습소,127.0094136,37.4834499
academy_781,산김영준국어논술전문학원,126.9956953,37.5030941
academy_782,이투스투포세븐학원,127.0174069,37.4938697
academy_783,전수진과학교습소,127.0072892,37.5072738
academy_784,종이에서꿈꾸는미술교습소,126.9842424,37.4819206
academy_785,제이매쓰수학학원,126.9856682,37.4977192
academy_786,입시창조적소수미술학원,127.0105586,37.5037962
academy_787,매쓰매티카(Mathematica)수학교습소,127.0048897,37.5065508
academy_788,맘스(moms)수학학원,127.0140803,37.4965902
academy_789,플라이매쓰(FLY MATH)학원,127.0146492,37.5152647
academy_790,내담논술교습소,127.0014445,37.5096033
academy_791,코어과학수학학원,126.9910457,37.487214
academy_792,더블에이트연기학원,127.0173716,37.5129626
academy_793,서초청담클루빌어학원,127.0322158,37.4749978
academy_794,어썸팩토리서초플레이스독서실,127.0174633,37.4999252
academy_795,링구아프랑카영어교습소,127.0100772,37.5162716
academy_796,온수학교습소,127.0048897,37.5065508
academy_797,교대그로티학원,127.0165776,37.4932951
academy_798,한율학원,126.9869203,37.5021451
academy_799,서초진흥한우리독서토론논술교습소,127.0236865,37.4970845
academy_800,반포이엠서초해법수학학원,127.0010156,37.5061397
academy_801,김정에듀학원,126.9892669,37.492506
academy_802,로앤장수학학원,127.0092948,37.5035783
academy_803,아트멘토미술학원,127.0008014,37.5043898
academy_804,수학에미친사람들서초학원,127.0075413,37.4831008
academy_805,생각하는두꺼비수학5관학원,127.0259319,37.4922553
academy_806,생각의탄생학원,127.0102675,37.5010005
academy_807,제니아트미술교습소,127.0014445,37.5096033
academy_808,서정음악학원,126.9989431,37.4987245
academy_809,이안학원,127.0452942,37.4716261
academy_810,한수연과학교습소,126.9874554,37.4951846
academy_811,자몽미술학원,127.0045351,37.4821384
academy_812,강남스즈키음악학원,127.0207994,37.4904108
academy_813,곽선생중국어교습소,127.0174633,37.4999252
academy_814,서초우면소마학원,127.0255795,37.464536
academy_815,아이크리스마스어학원,127.0053862,37.4861733
academy_816,미술관그림미술교습소,127.0259319,37.4922553
academy_817,에꼴드아미(ecole de ami)미술교습소,126.985494,37.4846796
academy_818,조건반사영어원격학원,127.0144637,37.4915115
academy_819,뮤직슐레음악교습소,127.0572224,37.4517274
academy_820,위첼아카데미학원,127.0166687,37.5148039
academy_821,홀리프레이즈음악학원,126.9862387,37.4931648
academy_822,과학의진수학원,127.0034252,37.506106
academy_823,생각하는두꺼비수학8관학원,127.008056,37.5074515
academy_824,어썸팩토리방배독서실,126.9896107,37.4946895
academy_825,브라가밸리잉글리쉬학원,126.9900476,37.4924766
academy_826,잠원스타스즈키바이올린교습소,127.0014445,37.5096033
academy_827,세움(seum)학원,127.0174633,37.4999252
academy_828,아이들미술교습소,127.0008014,37.5043898
academy_829,문재호국어논술교습소,126.9834123,37.4872747
academy_830,더리얼학원,126.9829008,37.4824677
academy_831,윤쎈과학교습소,127.0034252,37.506106
academy_832,한선생중국어교습소,127.0259319,37.4922553
academy_833,서초애니스타만화학원,126.9973976,37.4823574
academy_834,생각이룸독서논술국어학원,127.024887,37.4917331
academy_835,세빛관학원,127.0012576,37.5058083
academy_836,렉시스어학원,127.0282025,37.4941843
academy_837,숲컴퍼니연기학원,127.0397977,37.4850523
academy_838,케이알(KR)부동산아카데미학원,127.0139828,37.490246
academy_839,논통아카데미학원,127.0150422,37.4931021
academy_840,수퍼(super)매쓰(math)학원,126.9983666,37.4809149
academy_841,서울중앙음악학원,127.0438654,37.4710829
academy_842,연세포레피아노교습소,127.0014445,37.5096033
academy_843,공감영재아카데미학원,126.9902826,37.485099
academy_844,이엠수학교습소,127.0094136,37.4834499
academy_845,서초키마학원,126.9896414,37.494933
academy_846,예손음악교습소,126.9838364,37.4885218
academy_847,테스(TES)영어교습소,127.0253957,37.4708599
academy_848,공자중국어교습소,127.0034252,37.506106
academy_849,더매쓰(THE MATH)수학전문학원,127.0153219,37.4571345
academy_851,탑클래스학원,126.9840738,37.4910288
academy_852,한강수학교습소,127.0155471,37.5209668
academy_853,극한스피킹학원,127.0252901,37.4981339
academy_854,두쏭음악교습소,127.020082,37.5098315
academy_855,해법수학교실반포학원,127.0113091,37.5000631
academy_856,강남완전학습관학원,127.0286073,37.4934938
academy_857,한우리독서토론논술교습소,127.0035592,37.5087922
academy_858,엔디에이취(NDH)발성교정아카데미학원,127.046149,37.4719754
academy_859,방배캠퍼스현재어학원,126.9858141,37.486097
academy_860,진선생구반포관영어학원,127.0011202,37.5059333
academy_861,러셀강남독서실,127.0290761,37.4922182
academy_862,서초소마2관학원,127.0101216,37.5034862
academy_863,서준학원,127.0029788,37.4826839
academy_864,수학을삼키다학원,126.9830606,37.4906957
academy_865,러셀강남학원,127.0290761,37.4922182
academy_866,세계로에듀반포학원,127.0104885,37.5039668
academy_867,수학스쿨(SCHOOL)학원,126.9901596,37.5017944
academy_868,우암방과후공부방수학교습소,127.0240373,37.4701279
academy_869,엘앤케이(LNK)스터디브릭스보습학원,127.0213742,37.4654114
academy_870,으뜸수학교습소,127.0034252,37.506106
academy_871,919수학학원,127.006478,37.5070327
academy_872,개념폴리아서초관학원,127.0115707,37.5016692
academy_873,수학의상상력학원,127.0008014,37.5043898
academy_874,와이국어논술학원,127.0136537,37.4963524
academy_875,엘브라운(El.Brown)학원,126.9869203,37.5021451
academy_876,새미준영어교습소,127.0140803,37.4965902
academy_877,코리아요리학원,127.0279561,37.4948761
academy_878,일공이제이유(EJU)학원,127.0111828,37.4916282
academy_879,생각하는두꺼비수학3관학원,127.0101379,37.5022519
academy_880,구반포진선생어학원,126.9869203,37.5021451
academy_881,라라음악학원,127.0153219,37.4571345
academy_884,토토미술교습소,126.9962157,37.4980166
academy_885,평정수학학원,127.0054708,37.4823445
academy_886,해피아트프로젝트미술교습소,127.0146374,37.5161566
academy_887,바움아트클래스미술교습소,127.0098927,37.5071155
academy_888,해법중국어북경대중국어교습소,127.008056,37.5074515
academy_889,내곡프린스턴수학교습소,127.0636548,37.4543375
academy_890,이지에듀원격학원,127.0406624,37.4687142
academy_891,하오펑유(HaoPengYou)중국어교습소,127.0055318,37.5067454
academy_892,스터디코트수학교습소,126.9869203,37.5021451
academy_893,레보자르아뜰리에교습소,126.999387,37.498512
academy_894,크레버스영재관서초제1지점학원,127.0101396,37.5029817
academy_895,페디아플러스방배학원,126.9897785,37.4931501
academy_896,키즈스피치스카이화술교습소,127.0144042,37.4960433
academy_897,천년의미소베이스캠프미술학원,126.997547,37.4821784
academy_898,알로와경매학원,126.9834869,37.4734172
academy_899,네이처탐구전문학원,127.0034252,37.506106
academy_900,조이투리드영어교습소,126.9921186,37.4856283
academy_901,리드101잠원영어학원,127.012505,37.5148773
academy_903,서초토피아어학원,126.991494,37.4917141
academy_904,말하는영어교습소,127.0217403,37.5015015
academy_905,피바디음악교습소,127.0006421,37.4790059
academy_906,허쌤수학교습소,126.9869203,37.5021451
academy_907,디알(DR)수학교습소,127.009858,37.5037543
academy_908,디토랩미술교습소,127.0141317,37.4961221
academy_909,서울서초내공독서실,126.9834848,37.4911048
academy_910,안경쓴고양이미술교습소,127.0217403,37.5015015
academy_911,제이뮤직아카데미음악교습소,126.9947134,37.5054735
academy_912,에이치이씨(HEC)영어교습소,126.9997932,37.4994255
academy_913,칸미디어학원,127.0395969,37.4786532
academy_914,톤연기학원,127.0177842,37.5134076
academy_915,그레이트에이미술학원,127.0008014,37.5043898
academy_916,포커스영화학원,127.0315247,37.4873726
academy_917,두드림보습학원,126.9831342,37.4919398
academy_918,더피아노교습소,127.0141834,37.5154139
academy_919,필영어교습소,127.0141834,37.5154139
academy_920,카타르시스연기학원,127.0192005,37.5115001
academy_921,서초어반트리독서실,127.0217811,37.5027093
academy_922,키(KEY)과학학원,127.0072892,37.5072738
academy_923,예음바이올린교습소,127.012073,37.5021689
academy_924,빛이룸영어교습소,127.006478,37.5070327
academy_925,아임프롬보컬학원,127.0178284,37.5160841
academy_927,스토리에듀케이션학원,127.0155899,37.4884212
academy_928,코듀크리에이티브반포센터학원,126.9840738,37.4910288
academy_929,개념폴리아서초2관학원,127.0111962,37.5017651
academy_930,코리아제2캠퍼스학원,127.0277725,37.4950818
academy_931,발레앤코강남서초학원,126.9915865,37.4915617
academy_932,리드인서초원명점독서논술교습소,127.0174633,37.4999252
academy_933,플랜에이프리미엄독서실,127.0156993,37.4947295
academy_934,에듀코치개별지도서초2학원,127.0075413,37.4831008
academy_935,반포파인만중등관학원,127.0104411,37.5007046
academy_936,아이원이앤엠학원,126.9982803,37.4882307
academy_937,선우수학교습소,127.0143407,37.5197943
academy_938,코치클래스영어교습소,127.0259319,37.4922553
academy_939,엠원학원,127.0075327,37.4828935
academy_940,북스토리학원,127.010651,37.5010848
academy_941,뮤엠서초원명점영어교습소,127.0190881,37.498479
academy_942,레히연기로드학원,126.9837401,37.4822767
academy_943,반포파인만고등2관학원,127.0010156,37.5061397
academy_944,레슨포케이아트연극영화학원,127.018483,37.5144676
academy_945,뮤직플러싱(Music+ing)음악학원,127.0103877,37.5021819
academy_946,이케이티(EKT)이론영어교습소,127.0174633,37.4999252
academy_947,뮤엠영어서래미쉘영어교습소,126.9880473,37.4957393
academy_948,진리수학영어학원,127.0103877,37.5021819
academy_949,리디아(Lydia)영어교습소,127.0048897,37.5065508
academy_950,링구아엠영어전문학원,127.0104456,37.5003622
academy_951,이음수학교습소,127.0103272,37.5024787
academy_952,비끄아트서초우면점미술교습소,127.0162246,37.4563941
academy_953,크레버스씨큐브코딩서초제1지점학원,127.0112563,37.5023513
academy_954,소미아트서초센터학원,127.010651,37.5010848
academy_955,이김이호석국어교습소,126.9982752,37.4886091
academy_956,이김김소연영어교습소,126.9982752,37.4886091
academy_957,아르코음악교습소,126.9947134,37.5054735
academy_958,코프디자인플로리스트학원,127.0391725,37.472063
academy_959,연세리체음악교습소,127.0120964,37.5029711
academy_960,카머(kammer)기타교습소,127.0184822,37.4972486
academy_961,연세루첸음악교습소,127.0139482,37.5066358
academy_962,릴드당스발레학원,126.9950778,37.4867168
academy_963,생각하는황소서초2관학원,127.0096267,37.5007158
academy_964,광태수학학원,127.008056,37.5074515
academy_965,에스(S)학원,127.0011202,37.5059333
academy_966,생각하는두꺼비수학2관학원,127.008056,37.5074515
academy_967,퍼스트수학교습소,127.0104685,37.5012004
academy_968,김영편입연고대전문관학원,127.0286073,37.4934938
academy_969,최우식과학전문학원,126.9869203,37.5021451
academy_970,그린램프라이브러리서초캠퍼스독서실,127.0050726,37.4825304
academy_971,정경희수학교습소,127.0021861,37.5057261
academy_972,원명최상위해법수학교습소,127.0174633,37.4999252
academy_973,방배맑은숲국어논술전문학원,127.009114,37.4838799
academy_974,메티스수학교습소,127.0081655,37.4914768
academy_975,수학에미친사람들방배관학원,126.9842208,37.49103
academy_976,에스비에스(SBS)아카데미컴퓨터아트강남2캠퍼스학원,127.0265011,37.4980628
academy_977,제이디엠영어학원,127.0008014,37.5043898
academy_978,서초네이처학원,127.0275223,37.4646512
academy_979,수학을삼키다2관학원,126.983044,37.491083
academy_980,마하수학교습소,127.0048897,37.5065508
academy_981,시작독서실,127.0086779,37.4869308
academy_982,반포뉴딜수학교습소,127.0034252,37.506106
academy_983,골든캠퍼스학원,127.0171065,37.4917678
academy_984,퀀텀점프수학교습소,127.0021861,37.5057261
academy_985,최영주독서토론논술교습소,127.0055318,37.5067454
academy_986,제니영어학원,127.045429,37.4716993
academy_987,반포서래보습학원,126.9989121,37.498499
academy_988,파머스영어학원웰라캠퍼스학원,126.9890188,37.4916208
academy_989,혜윰건축학원,127.0204182,37.4858303
academy_990,서울일러스트아트학원,127.0239744,37.4984294
academy_991,썬수학교습소,127.0048897,37.5065508
academy_992,한길수학교습소,127.0174633,37.4999252
academy_993,서초더(THE)강한학원,127.0118486,37.5003199
academy_994,크리에이티브랭귀지컨설팅어학원,126.9965902,37.4843959
academy_995,서초지니엠국어학원,127.011089,37.5013137
academy_996,허영주수학교습소,126.9864578,37.4878325
academy_997,수분과열미용학원,127.0217739,37.5058629
academy_998,알티씨에듀(RTC Edu)학원,127.0109089,37.5021051
academy_999,이루다스피치온라인강의학원,127.0158216,37.4862697
academy_1000,엔터스카이학원,126.9880452,37.5017583
academy_1001,생각하는황소서초학원,127.0096267,37.5007158
academy_1002,르네드뮤제학원,127.0139482,37.5066358
academy_1003,201수학교습소,126.9892362,37.4956234
academy_1004,서초채움학원,127.0253341,37.4642817
academy_1006,3옥타브장인보컬학원,127.0196714,37.4945193
academy_1007,댄스피버스튜디오학원,126.993106,37.4803025
academy_1008,서일영수전문학원,127.025117,37.4705513
academy_1009,정인학원,127.0174633,37.4999252
academy_1010,서리풀(SEORIPUL)학원,127.0426235,37.4727218
academy_1011,서초라이즈어학원,127.0096267,37.5007158
academy_1012,박지현국어전문국어교습소,127.009114,37.4838799
academy_1013,뮤직풀(MUSICPOOL)음악교습소,127.0636548,37.4543375
academy_1014,투디제이(2DJ)댄스학원,126.9891516,37.4935142
academy_1015,비엠지(BMG)학원,127.008056,37.5074515
academy_1016,오랜지미술교습소,127.0250988,37.4710827
academy_1017,열린아카데미학원,127.0167345,37.4916746
academy_1018,지앤와이(G&Y)미술학원,127.0378996,37.4814056
academy_1019,오픈유어뮤직학원,127.0248816,37.4695311
academy_1020,한수연과학학원,126.989298,37.4935605
